,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,latitude,longitude
33,BUYRER%% Wan;Ted Phone iPHONE -X-8 Sealed iN BoX.,$0,2019-11-19 13:53,Yes,['mobile OS: apple iOS'],post id: 7014643883,False,32.762400,-117.124200
34,Cellphone battery pack for iPhone X or Iphone XS,$30,2019-11-19 13:50,Yes,"['condition: like new', 'make / manufacturer: Apple iphone', 'mobile OS: apple iOS', 'model name / number: IPhone XS']",post id: 7017024626,False,33.110100,-117.070000
35,Slighlty cracked Glass Protector / negotiable,$0,2019-11-19 13:09,Yes,"['make / manufacturer: repair phone iphone', 'mobile OS: apple iOS', 'model name / number: 6 6s 7 8 plus X Xs Max screen']",post id: 7010978573,False,33.089500,-117.112800
36,BUYRER%% Wan;Ted Phone iPHONE -X-8 Sealed iN BoX.,$0,2019-11-19 13:09,Yes,['mobile OS: apple iOS'],post id: 7014643839,False,32.762400,-117.124200
37,BUYRER%% Wan;Ted Phone iPHONE -X-8 Sealed iN BoX.,$0,2019-11-19 13:09,Yes,['mobile OS: apple iOS'],post id: 7014643856,False,32.762400,-117.124200
38,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,$0,2019-11-19 13:05,Yes,['mobile OS: apple iOS'],post id: 7023223708,False,32.778300,-117.133500
39,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,$0,2019-11-19 12:41,Yes,['mobile OS: apple iOS'],post id: 7023223812,False,32.778300,-117.133500
40,Slighlty cracked Glass Protector / negotiable,$0,2019-11-19 12:24,Yes,"['make / manufacturer: repair phone iphone', 'mobile OS: apple iOS', 'model name / number: 6 6s 7 8 plus X Xs Max screen']",post id: 7010978555,False,33.089500,-117.112800
41,"Buy@昼We--M@@ackbo-ok As=@=X,8~iPhone(離BU",$0,2019-11-19 12:17,Yes,['mobile OS: apple iOS'],post id: 7010814936,False,32.705900,-117.052400
42,iPhone X 256,$950,2019-11-19 12:17,No,"['condition: new', 'make / manufacturer: Apple', 'model name / number: X 256']",post id: 7023266079,True,33.098816,-117.204380
43,v X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-19 12:07,Yes,['mobile OS: apple iOS'],post id: 7021249825,False,32.727200,-117.226800
44,v X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-19 12:01,Yes,['mobile OS: apple iOS'],post id: 7021249757,False,32.727200,-117.226800
45,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,$0,2019-11-19 11:47,Yes,['mobile OS: apple iOS'],post id: 7021851485,False,32.778300,-117.133500
46,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,$0,2019-11-19 11:47,Yes,['mobile OS: apple iOS'],post id: 7021851539,False,32.778300,-117.133500
47,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,$0,2019-11-19 11:37,Yes,"['cryptocurrency ok', 'mobile OS: apple iOS']",post id: 7021851571,False,32.778300,-117.133500
48,Slighlty cracked Glass Protector / negotiable,$0,2019-11-19 11:21,Yes,"['make / manufacturer: repair phone iphone', 'mobile OS: apple iOS', 'model name / number: 6 6s 7 8 plus X Xs Max screen']",post id: 7010978542,False,33.089500,-117.112800
49,"Buy@昼We--M@@ackbo-ok As=@=X,8~iPhone(離BU",$0,2019-11-19 11:10,Yes,['mobile OS: apple iOS'],post id: 7010815052,False,32.705900,-117.052400
50,Firm Price! Brand New Case for iPhone X or XS,$10,2019-11-19 11:03,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7014301319,False,32.745400,-117.127200
51,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-19 10:49,Yes,['mobile OS: apple iOS'],post id: 7021834449,False,32.778300,-117.133500
52,iPhone X 256gb,$700,2019-11-19 10:21,Yes,"['condition: new', 'make / manufacturer: iphone X / Apple', 'mobile OS: apple iOS', 'model name / number: NQCP2LL/A865']",post id: 7023170691,False,33.119300,-117.185000
53,Slighlty cracked Glass Protector / negotiable,$0,2019-11-19 08:34,Yes,"['make / manufacturer: repair phone iphone', 'mobile OS: apple iOS', 'model name / number: 6 6s 7 8 plus X Xs Max screen']",post id: 7010978540,False,33.089500,-117.112800
54,Ready !!SELL?? iPhone X/8+ %%,$0,2019-11-19 07:50,Yes,"['condition: like new', 'mobile OS: apple iOS']",post id: 7022970440,False,32.746600,-117.163600
55,Ready !!SELL?? iPhone X/8+ %%,$0,2019-11-19 07:19,Yes,"['condition: like new', 'mobile OS: apple iOS']",post id: 7022970434,False,32.746600,-117.163600
56,iPhone X 64gb UNLOCKED One month old,$520,2019-11-19 07:03,Yes,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7021537529,True,33.075596,-117.059841
57,Iphone X 64gb - Excellent condition at&t,$520,2019-11-18 20:30,Yes,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: X']",post id: 7022864385,False,32.705900,-117.052400
58,IPhone X 256 Gb,$200,2019-11-18 20:10,Yes,[],post id: 7022864642,False,32.608400,-117.056500
59,iPhone X 64gb Space Gray,$450,2019-11-18 19:22,Yes,['mobile OS: apple iOS'],post id: 7022848766,True,32.667100,-117.022100
60,iPhone X,$600,2019-11-18 18:31,No,"['make / manufacturer: iPhone X 256 Mb', 'mobile OS: apple iOS', 'model name / number: MQAM2LL/A']",post id: 7022829110,False,32.796900,-117.240500
61,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-18 16:18,Yes,['mobile OS: apple iOS'],post id: 7022704626,False,32.727200,-117.226800
62,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-18 16:17,Yes,['mobile OS: apple iOS'],post id: 7022704595,False,32.727200,-117.226800
63,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 15:57,Yes,['mobile OS: apple iOS'],post id: 7022690833,False,32.727200,-117.226800
64,"*~*~* FAST & RELIABLE REPAIR*~*~* IPHONE 5 6 7 8 X, SAMSUNG, NOTE,IPAD",$0,2019-11-18 15:39,Yes,"['condition: like new', 'make / manufacturer: IPHONE SCREEN REPAIR', 'mobile OS: apple iOS', 'model name / number: IPHONE SCREEN REPAIR']",post id: 7019411519,False,32.713900,-117.121900
65,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 15:35,Yes,['mobile OS: apple iOS'],post id: 7022690948,False,32.727200,-117.226800
66,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 15:28,Yes,['mobile OS: apple iOS'],post id: 7022690904,False,32.727200,-117.226800
67,"*~*~* FAST & RELIABLE REPAIR*~*~* IPHONE 5 6 7 8 X, SAMSUNG, NOTE,IPAD",$0,2019-11-18 14:54,Yes,"['condition: like new', 'make / manufacturer: IPHONE SCREEN REPAIR', 'mobile OS: apple iOS', 'model name / number: IPHONE SCREEN REPAIR']",post id: 7019410634,False,32.713900,-117.121900
68,"*~*~* FAST & RELIABLE REPAIR*~*~* IPHONE 5 6 7 8 X, SAMSUNG, NOTE,IPAD",$0,2019-11-18 14:36,Yes,"['condition: like new', 'make / manufacturer: IPHONE SCREEN REPAIR', 'mobile OS: apple iOS', 'model name / number: IPHONE SCREEN REPAIR']",post id: 7019410746,False,0,0
69,FIRM PRICE! Brand New Premium Case for iPhone X or XS,$15,2019-11-18 12:06,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7009025027,False,32.745400,-117.127200
70,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 11:49,Yes,['mobile OS: apple iOS'],post id: 7022488033,False,32.727200,-117.226800
71,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 11:48,Yes,['mobile OS: apple iOS'],post id: 7022488102,False,32.727200,-117.226800
72,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 11:42,Yes,['mobile OS: apple iOS'],post id: 7022488097,False,32.727200,-117.226800
73,iPhone X / XR / XS MAX SCREEN REPAIR,$0,2019-11-18 11:41,Yes,['mobile OS: apple iOS'],post id: 7022569121,True,32.761288,-117.067163
74,@@ For sale is an iphone x 64gb in excellent condition. @ -@@@,$220,2019-11-18 10:15,Yes,['mobile OS: apple iOS'],post id: 7022411087,False,33.138800,-117.052000
75,"IPHONE REPAIR: BROKEN GLASS 6 7 8 X PLUS, IC SOLDERING, WATER DAMAGE",$0,2019-11-18 09:06,Yes,"['condition: like new', 'mobile OS: apple iOS']",post id: 7019271759,False,32.795800,-117.070700
76,Brand New White/Silver iPhone X,$500,2019-11-17 19:05,No,"['make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7022157198,False,32.742500,-117.243300
77,Apple - iPhone X 256GB - Silver (NEW),$700,2019-11-17 16:38,Yes,['mobile OS: apple iOS'],post id: 7014245641,False,32.718500,-117.159300
78,OtterBox case I phone X or XS,$15,2019-11-17 15:21,Yes,"['condition: new', 'make / manufacturer: Otter box', 'mobile OS: android', 'model name / number: iPhone X or XS']",post id: 7022058920,False,32.683200,-115.502800
79,iPhone X 256G,$550,2019-11-17 13:36,Yes,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7021998900,False,32.891900,-117.203500
80,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,$15,2019-11-17 12:06,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7013107965,False,32.745400,-117.127200
81,FIRM PRICE! NEW Premium Red Case for iPhone X or XS,$15,2019-11-17 12:03,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7013102786,False,32.745400,-117.127200
82,FIRM PRICE! Brand New Premium Case for iPhone X or XS,$15,2019-11-17 11:56,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7008178924,False,32.745400,-117.127200
83,Firm Price! Brand New Wallet Case for iPhone X or XS,$15,2019-11-17 11:56,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7017206091,False,32.745400,-117.127200
84,iPhone X 256,$550,2019-11-17 10:54,Yes,['mobile OS: apple iOS'],post id: 7017075704,False,32.810124,-117.237673
85,IPHONE X 256GB UNLOCKED PERFECT CONDITION PRICE IS NEGOTIABL,$569,2019-11-16 15:43,Yes,"['condition: like new', 'make / manufacturer: Apple iPhone X', 'mobile OS: apple iOS', 'model name / number: 256Gb']",post id: 7016822797,False,32.778300,-117.133500
86,iPhone X 64GB unlocked works with any cellphone company worldwide,$469,2019-11-16 15:40,Yes,"['condition: good', 'make / manufacturer: Apple iPhoneX', 'mobile OS: apple iOS', 'model name / number: 64GB unlocked']",post id: 7017959828,False,32.916100,-117.140200
87,iPhone X 256GB with Apple Care,$600,2019-11-16 15:32,Yes,"['condition: excellent', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7021530830,False,32.965200,-117.121300
88,IPHONE X 64GB UNLOCKED,$450,2019-11-16 08:42,Yes,"['condition: new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7021206318,True,32.680600,-117.047400
89,AT&T iPhone X,$400,2019-11-15 19:50,Yes,['mobile OS: apple iOS'],post id: 7021001869,False,33.196800,-117.283100
90,IPhone X Case Game Console Play Gameboy Tetris,$10,2019-11-15 18:59,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7019410343,False,33.006700,-117.069000
91,FIRM PRICE! NO Offers. Brand New Premium Case for iPhone X or XS,$15,2019-11-15 13:18,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7020795575,False,32.745400,-117.127200
92,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,$15,2019-11-15 12:20,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7011404455,False,32.745400,-117.127200
93,iPhone X**!!~** BRAND NEW**!!~** OPEN BOX c - $223,$0,2019-11-15 09:04,Yes,['mobile OS: apple iOS'],post id: 7020496305,False,32.742500,-117.243300
94,iPhone iPad Samsung Screen LCD Battery Repair XS X 8 8+ 7 7+ 6S 6+ 5SE,$0,2019-11-15 08:04,Yes,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7020484412,False,32.742300,-117.094700
95,FIRM PRICE! NO Offers. Brand New Premium Case for iPhone X or XS,$15,2019-11-14 14:13,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7020184038,False,32.745400,-117.127200
96,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-14 13:58,Yes,['mobile OS: apple iOS'],post id: 7016420335,False,32.727200,-117.226800
97,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-14 13:58,Yes,['mobile OS: apple iOS'],post id: 7016420343,False,33.459900,-88.832200
98,"____BIG!!Top buyer=Nwew@X'7'8' unlocked"" iphone buy+++",$0,2019-11-14 13:57,Yes,['mobile OS: apple iOS'],post id: 7000372975,False,32.758275,-117.157249
99,X-MAX LOCKED 1oS IPHONE top BUYER@XS..XR..X ###,$0,2019-11-14 13:56,Yes,['mobile OS: apple iOS'],post id: 7016263247,False,32.778300,-117.133500
100,X-MAX LOCKED 1oS IPHONE top BUYER@XS..XR..X ###,$0,2019-11-14 13:56,Yes,['mobile OS: apple iOS'],post id: 7016263301,False,32.778300,-117.133500
101,X-MAX LOCKED 1oS IPHONE top BUYER@XS..XR..X ###,$0,2019-11-14 13:56,Yes,['mobile OS: apple iOS'],post id: 7016263340,False,32.778300,-117.133500
102,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S10/S9+@,$0,2019-11-14 13:54,Yes,['mobile OS: apple iOS'],post id: 7014962304,False,32.727200,-117.226800
103,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-14 13:46,Yes,['mobile OS: apple iOS'],post id: 7016420302,False,32.727200,-117.226800
104,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,$15,2019-11-14 13:05,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7015648095,False,32.745400,-117.127200
105,X-MAX Apple iPhone 8 64GB Gold PARTS Space gray T-Mobile -[;,$0,2019-11-14 12:39,Yes,['mobile OS: apple iOS'],post id: 7008153375,False,32.727200,-117.226800
106,X-MAX Apple iPhone 8 64GB Gold PARTS Space gray T-Mobile -[;,$0,2019-11-14 12:39,Yes,['mobile OS: apple iOS'],post id: 7008153433,False,32.727200,-117.226800
107,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,$15,2019-11-14 12:36,Yes,['condition: new'],post id: 7010981108,False,32.745400,-117.127200
108,iphone x cases ( 9 cases for only $10),$10,2019-11-13 21:13,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7017183453,True,32.817800,-116.922300
109,iPhone,$500,2019-11-13 19:20,Yes,"['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone x']",post id: 7019689805,False,33.196800,-117.283100
110,Good iPhone X --with 256GB--UNLOCKED,$350,2019-11-13 05:51,Yes,['mobile OS: apple iOS'],post id: 7019113254,False,32.763500,-117.202800
111,Looking to buy iPhone or Galaxy,$12345,2019-11-20 15:43,Yes,[],post id: 7020852573,True,32.916100,-117.140200
112,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",$0,2019-11-20 12:59,Yes,['mobile OS: apple iOS'],post id: 7020057254,False,32.795800,-117.070700
113,iPHONE B. UYER,$800,2019-11-20 12:08,Yes,[],post id: 7018892546,True,32.792800,-116.966500
114,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",$0,2019-11-20 11:44,Yes,['mobile OS: apple iOS'],post id: 7020057221,False,32.795800,-117.070700
115,Apple iPhone 6S 64GB,$100,2019-11-20 10:33,Yes,"['condition: good', 'make / manufacturer: Apple', 'model name / number: iPhone 6s']",post id: 7019933531,False,33.184113,-117.227219
116,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:48,Yes,['mobile OS: apple iOS'],post id: 7023714064,False,32.713900,-117.121900
117,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:49,Yes,['mobile OS: apple iOS'],post id: 7023714177,False,32.713900,-117.121900
118,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:40,Yes,['mobile OS: apple iOS'],post id: 7023714102,False,32.713900,-117.121900
119,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:09,Yes,['mobile OS: apple iOS'],post id: 7023714077,False,32.713900,-117.121900
120,iphone repair - I come to you,$1,2019-11-20 08:39,Yes,['mobile OS: apple iOS'],post id: 7023665657,True,33.095400,-117.261900
121,"Samsung Gear S2 smart watch, galaxy iPhone compatible, men/women",$80,2019-11-20 08:35,Yes,"['condition: like new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Gear S2']",post id: 7008462586,False,33.138800,-117.052000
122,iPhone repair - I come to you,$1,2019-11-19 22:11,Yes,['mobile OS: apple iOS'],post id: 7023530411,True,33.081588,-117.234249
123,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,$999,2019-11-19 22:10,Yes,['mobile OS: apple iOS'],post id: 7023552157,True,32.778300,-117.133500
124,cheap iPhone repair,$54,2019-11-19 22:00,No,['mobile OS: apple iOS'],post id: 7023530471,True,33.053500,-117.268900
125,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,$0,2019-11-19 21:48,Yes,['mobile OS: apple iOS'],post id: 7023548204,True,32.778300,-117.133500
126,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,$0,2019-11-19 21:44,Yes,['mobile OS: apple iOS'],post id: 7023547436,True,32.742300,-117.094700
127,cheap iPhone repair,$54,2019-11-19 14:49,No,['mobile OS: apple iOS'],post id: 7023291835,True,33.053500,-117.268900
128,iPhone repair - I come to you,$1,2019-11-19 14:02,Yes,['mobile OS: apple iOS'],post id: 7023289893,True,33.081588,-117.234249
129,Iphone 6 / 16GB / Rose-Gold / Verizon,$100,2019-11-19 13:56,Yes,"['condition: excellent', 'make / manufacturer: Iphone 6 / Apple', 'mobile OS: apple iOS', 'model name / number: A1549']",post id: 7023339752,False,33.118863,-117.216911
130,iHome Speakers for iPhone iPod Bongiovi DPS Chargin Dock Power Adapter,$35,2019-11-19 12:18,Yes,['condition: excellent'],post id: 7008259653,True,32.783201,-117.203240
131,iphone repair - I come to you,$1,2019-11-19 10:39,Yes,['mobile OS: apple iOS'],post id: 7023106211,True,33.095400,-117.261900
132,iPhone X XS XS MAX Repair,$1,2019-10-28 12:14,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7008892302,False,32.763500,-117.202800
133,iPhone 11 pro max A2161,$700,2019-11-19 00:11,Yes,"['condition: excellent', 'make / manufacturer: Apple', 'model name / number: iPhone 11 pro max', 'size / dimensions: 177x58x8.1mm']",post id: 7022896827,True,32.711405,-117.157688
134,iPhone X XR Repair,$1,2019-10-28 12:08,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7008887228,False,32.763500,-117.202800
135,Fastest turn-around & I PH ONE RE-PAIR & Easy Decision!!!,$0,2019-11-18 16:34,Yes,"['make / manufacturer: iphone galaxy repair cellphone', 'mobile OS: apple iOS', 'model name / number: buyer buy screen fix']",post id: 7022712068,True,32.742300,-117.094700
136,Fastest turn-around & I PH ONE RE-PAIR & Easy Decision!!!,$0,2019-11-18 16:05,Yes,"['make / manufacturer: iphone galaxy repair cellphone', 'mobile OS: apple iOS', 'model name / number: buyer buy screen fix']",post id: 7022712074,True,32.742300,-117.094700
137,Fastest turn-around & I PH ONE RE-PAIR & Easy Decision!!!,$0,2019-11-18 15:54,Yes,"['make / manufacturer: iphone galaxy repair cellphone', 'mobile OS: apple iOS', 'model name / number: buyer buy screen fix']",post id: 7022712057,True,32.742300,-117.094700
138,New JVC headunit iPhone Android Bluetooth MP3 Aux Micro SD USB Pandora,$8,2019-11-18 13:09,Yes,[],post id: 7015727426,True,32.891900,-117.203500
139,iphone 10 256GB,$650,2019-11-18 12:00,Yes,"['condition: like new', 'delivery available', 'make / manufacturer: apple', 'model name / number: iphone 10']",post id: 7022580295,False,32.637100,-117.067600
140,We Bare Bears Phone Case for iPhone (NEW),$15,2019-11-18 09:21,Yes,['condition: new'],post id: 7022442659,False,32.797200,-117.170800
141,"Swyop Battery Case for iPhone 6s, 6000mAh Portable Charging Case for i",$25,2019-11-17 22:32,Yes,['condition: new'],post id: 7022206742,False,32.777700,-116.919100
142,"Swyop Battery Case for iPhone 6s, 6000mAh Portable Charging Case for i",$25,2019-11-17 22:32,Yes,['condition: new'],post id: 7022206960,False,32.777700,-116.919100
