,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,distance
195,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 17:56,True,Unknown,7017115441,False,1245.247032431583
196,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 17:29,True,Unknown,7017105767,False,1245.247032431583
197,Brian Bulkley Fish Surfboard,225,2019-11-23 14:45,True,Unknown,7025965936,True,10.246047191510852
198,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 16:11,True,Unknown,7017072096,False,1245.247032431583
199,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 15:23,True,Unknown,7017049062,False,1245.247032431583
200,Portable Power Bank 20000mAh 45W USB TYPE-C PD QC3.0 Quick Charge Fast,19,2019-11-23 10:48,True,new,7025747769,False,14.802310086289184
201,"Motorcycle, Metal, Folk Art, Man Cave, chopper, hipster, rat rod",20,2019-11-22 17:44,True,Unknown,7025430314,False,16.928602715918775
202,"Cowhide Tote - the ""Real Thing""",23,2019-11-22 17:09,True,excellent,7025413585,False,12.714669937550394
203,★★★Big Multifamily GARAGE SALE★★★,0,2019-11-22 16:49,False,Unknown,7025397305,False,14.849251339555515
204,CHILLI surfboard 5.11,220,2019-11-22 14:48,True,Unknown,7006886606,True,9.588559419973983
205,Thule Crossover 32L Backpack,99,2019-11-22 14:19,True,new,7021535558,False,13.918907946330398
206,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:47,True,Unknown,7006389649,True,23.247891137309747
207,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:47,True,Unknown,7018275005,True,23.247891137309747
208,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:47,True,Unknown,7018275594,True,23.247891137309747
209,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:45,True,Unknown,7006213862,True,23.247891137309747
210,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:45,True,Unknown,7006369446,True,23.247891137309747
211,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:45,True,Unknown,7006389127,True,23.247891137309747
212,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:45,True,Unknown,7007537904,True,23.247891137309747
213,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:46,True,Unknown,7018275883,True,23.247891137309747
214,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:46,True,Unknown,7018290815,True,23.247891137309747
215,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:46,True,Unknown,7020652716,True,23.247891137309747
216,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 13:45,True,Unknown,7023818226,True,23.247891137309747
217,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7006368657,True,23.247891137309747
218,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7006420403,True,23.247891137309747
219,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7010201371,True,23.247891137309747
220,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7010202422,True,23.247891137309747
221,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7010202784,True,23.247891137309747
222,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7013601106,True,23.247891137309747
223,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7019420415,True,23.247891137309747
224,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 12:00,True,Unknown,7023815576,True,23.247891137309747
225,"Surfboards - Xanadu, Borst, Al Merrick, Lost, Mayhem, Firewire, Slater",1,2019-11-22 11:50,True,Unknown,7007674917,True,15.93832609823096
226,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:52,True,Unknown,7006258556,True,23.247891137309747
227,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:52,True,Unknown,7006389914,True,23.247891137309747
228,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:52,True,Unknown,7009492298,True,23.247891137309747
229,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:52,True,Unknown,7009616079,True,23.247891137309747
230,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:52,True,Unknown,7009826765,True,23.247891137309747
231,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:52,True,Unknown,7023386594,True,23.247891137309747
232,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7006196751,True,23.247891137309747
233,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7006368299,True,23.247891137309747
234,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7006369285,True,23.247891137309747
235,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7006952956,True,23.247891137309747
236,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7016182827,True,23.247891137309747
237,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7019431028,True,23.247891137309747
238,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7023385511,True,23.247891137309747
239,Firm Price! Brand New in a Box Dashboard & Windshield Car Phone Mount,15,2019-11-22 08:46,True,new,7011497482,True,11.36474645482835
240,Soundstream VRN-65HB Navigation receiver,149,2019-11-22 09:51,True,Unknown,7023385511,True,23.247891137309747
241,Firm Price! Brand New in a Box Dashboard & Windshield Car Phone Mount,15,2019-11-22 08:46,True,new,7011497482,True,11.36474645482835
242,★★★Big Multifamily GARAGE SALE★★★,0,2019-11-21 23:48,False,Unknown,7024855569,False,15.56090024125422
243,LARGE GARAGE SALE Tomorrow 7-1pm! EXCELLENT QUALITY ITEMS,0,2019-11-21 23:02,False,Unknown,7024847676,False,4.961483122364371
244,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-08 13:50,True,Unknown,7016351182,False,7.893485586560033
245,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-08 13:41,True,Unknown,7016344306,False,7.893485586560033
246,Apple iPhone Back Glass Only Repair,1,2019-11-08 09:50,True,like new,7016150847,True,6.0501283774880745
247,Apple iPhone Back Glass Only Repair,1,2019-11-08 09:51,True,like new,7016152203,True,6.0501283774880745
248,FIRM PRICE! NEW Waterproof Laptop Backpack,30,2019-11-21 11:28,True,new,7020195734,False,11.36474645482835
249,"Motorcycle, Metal, Folk Art, Man Cave, chopper, hipster, rat rod",20,2019-11-21 11:23,True,Unknown,7024517233,False,16.928602715918775
250,Soundstream VRN-65HB Navigation receiver,149,2019-11-21 11:11,True,Unknown,7024514000,True,23.247891137309747
251,Firm Price! Brand New in a Box Tripod with Bluetooth Remote,30,2019-11-21 10:59,True,new,7015892810,True,11.36474645482835
252,Soundstream VRN-65HB Navigation receiver,149,2019-11-21 10:59,True,Unknown,7024504103,True,23.247891137309747
253,Psychedelic surfboard,325,2019-11-21 10:19,True,Unknown,7024463947,True,15.33252923715525
254,Instant cash for junk cars + free towing!                                       ,1,2019-11-21 10:16,True,Unknown,7024472132,True,0.0
255,"Kenneth Cole Reaction -New -Back-Stage Access -16"" Leather Backpack",85,2019-11-20 21:30,True,new,7017599097,False,14.300821849872724
256,Samsung Galaxy S8/S8 Plus/ S9/ S9 Plus / Note 8/ Note 9 Repair,0,2019-11-20 17:55,True,Unknown,7024124372,True,12.714669937550394
257,Atosa USA ATFS-50 Heavy Duty 50 LB Stainless Steel Deep Fryer,996,2019-11-07 18:16,True,new,7015824423,True,0.0
258,"Incase Range Backpack,  Brand New with Tags (NWT), Ultramarine",100,2019-11-20 13:30,True,new,7023971137,False,8.837883911520976
259,2-pack Rapid Rechargeable 10000mAh Battery,18,2019-11-20 09:53,True,new,7023779610,False,11.365064190933605
260,Gordon and Smith 6’6” surfboard Pro series vintage 1980s thruster,65,2019-11-20 09:12,True,fair,7021492364,True,5.153819294030374
261,Soundstream VRN-65HB Navigation receiver,149,2019-11-19 15:04,True,Unknown,7005460564,True,23.247891137309747
262,Apple Lightning Digital AV Adapter HDMI,29,2019-11-19 13:26,True,good,7023318261,False,12.12631917530565
263,Pioneer AVHX5700BHS Double-DIN DVD Receiver with 7-Inch Display,100,2019-11-19 12:01,True,excellent,7020236187,True,12.687232062916744
264,BEST 548 EBike *Top Reviewed* $34/mo. or,1289,2019-11-19 11:43,True,Unknown,7020244889,True,44.664006628129755
265,Channel Islands Surfboard Fred Rubble,200,2019-11-19 05:46,True,Unknown,7020467819,True,13.396103789966118
266,I Buy iPhones and Samsung,777,2019-11-18 13:40,True,Unknown,7022663031,True,6.984096224975709
267,I Buy iPhones and Samsung,777,2019-11-18 13:33,True,Unknown,7022658231,True,6.984096224975709
268,I Pay CASH for SmartPhones & Electronics,345,2019-11-18 12:32,True,Unknown,7022611124,True,14.573822163862479
269,Apple iPhone Back Glass Only Repair,1,2019-11-05 07:19,True,like new,7014021155,True,6.0501283774880745
270,"Cell Phone , Tablet, Computer Repair near You ( Payless Wireless )",0,2019-11-16 11:30,True,Unknown,7021370666,True,12.906395046452085
271,Samsung Galaxy S8/S8 Plus/ S9/ S9 Plus / Note 8/ Note 9 Repair,0,2019-11-16 10:45,True,Unknown,7021333691,True,12.714669937550394
272,iPhone Repair Near me ( Payless Wireless ),0,2019-11-04 10:17,True,Unknown,7013453792,True,12.714669937550394
273,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 19:30,True,Unknown,7013092770,False,1245.247032431583
274,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 18:34,True,Unknown,7013072866,False,1245.247032431583
275,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 17:42,True,Unknown,7013050841,False,1245.247032431583
276,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 17:07,True,Unknown,7013034252,False,1245.247032431583
277,Instant cash for junk cars + free towing!                                       ,1,2019-11-14 10:18,True,Unknown,7020004090,True,0.0
278,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-03 12:02,True,Unknown,7012859790,False,7.893485586560033
279,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-01 15:31,True,Unknown,7011749518,False,7.893485586560033
280,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-01 15:29,True,Unknown,7011747832,False,7.893485586560033
281,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-01 15:09,True,Unknown,7011734674,False,7.893485586560033
282,Cell Phone Computer Repair Store ( Payless Wireless ),0,2019-11-11 09:56,True,Unknown,7017988340,True,12.906395046452085
283,"Cell Phone , Tablet, Computer Repair near me ( Payless Wireless )",0,2019-11-11 09:11,True,Unknown,7017947030,True,12.906395046452085
284,iPhone XR Screen Replacement,129,2019-10-30 12:33,True,Unknown,7010322423,True,12.714669937550394
285,iPhone XR Screen repair ( Payless Wireless ),129,2019-10-30 10:43,True,Unknown,7010226558,True,12.714669937550394
286,Instant cash for junk cars + free towing!                                       ,1,2019-11-07 10:16,True,Unknown,7015508228,True,0.0
287,"Cell Phone , Tablet, Computer Repair near me ( Payless Wireless )",0,2019-11-06 18:52,True,Unknown,7015179085,True,12.906395046452085
288,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,1090,2019-10-29 11:01,True,Unknown,7009116726,False,0.0
289,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,1090,2019-10-28 17:30,True,Unknown,7009117937,False,0.0
290,iPhone Repair,1,2019-10-28 12:20,True,new,7008897737,True,8.38149755343288
291,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-10-28 12:17,True,like new,7008895220,False,6.119242284165598
292,iPhone Clearance Sale,1,2019-10-28 12:06,True,new,7008886187,True,8.38149755343288
293,San Diego Cell Phone Repairs and Tablet Repairs Best Prices in Town,1,2019-11-05 03:02,True,like new,7013912881,True,6.080285964442471
294,Iphone - Iphone Buy - Iphone Sell - Iphone Top Buyer - Sell Iphone,12345,2019-10-28 09:28,True,Unknown,7008736043,True,14.573822163862479
295,CALLIGARIS ROUND GLASS KITCHEN NOOK ROUND GLASS DINING TABLE,1895,2019-11-25 11:13,True,excellent,7017635768,True,2.6085850308228817
296,CALLIGARIS ROUND GLASS KITCHEN NOOK ROUND GLASS DINING TABLE,1895,2019-11-25 11:13,True,excellent,7017635965,True,2.6085850308228817
297,ROCHE BOBOIS SOLID CHERRY PROVENÇAL QUEEN SLEIGH BED,3285,2019-11-25 11:12,True,excellent,7017635622,True,2.6085850308228817
298,Star Wars Darth Vader Helmet USB Car Charger special edition from Disn,30,2019-11-25 10:18,True,new,7015609479,False,13.168556535602395
299,Star Wars Darth Vader Helmet USB Car Charger special edition from Disn,30,2019-11-25 10:18,True,new,7015609577,False,13.168556535602395
300,Instant cash for junk cars + free towing!                                       ,1,2019-10-31 10:16,True,Unknown,7010870580,True,0.0
301,I Buy iPhones and Samsung,777,2019-10-28 16:22,True,Unknown,7009080289,True,6.984096224975709
302,I Buy iPhones and Samsung,777,2019-10-28 16:21,True,Unknown,7009079360,True,6.984096224975709
