,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
19,782610489,Samsung galaxy s8,250.0,Used (normal wear),Vendo galaxy S8 ,3,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Vista, CA",Vista, CA,1 week 
20,787112131,Samsung Galaxy S8+,200.0,Used (normal wear),SM-G955U,4,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,7 hours 
21,786970321,Samsung Galaxy S8 Active 64Gb Gold Factory Unlocked,220.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",4,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Chula Vista, CA",Chula Vista, CA,10 hours 
22,786812941,Samsung Galaxy S8 G950U Factory Unlocked Clean IMEI,260.0,Used (normal wear),"Great condition, unlocked and clean IMEI. Ready for use all carriers in US. Price is negotiable but low ball will be ignored",2,Local pickup (8 miles away),Ships for $7.49,8.0,,7.49,"San Diego, CA",San Diego, CA,20 hours 
23,786542556,"Samsung Galaxy S8 Plus 64GB Like new, no issues • Factory unlocked, works with any carrier • Charger • Hablo español",309.99,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Charger and data cable.• Warranty.• Sorry no trades or buys.• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
24,786195319,Samsung galaxy S8 unlocked,290.0,Used (normal wear),pequeño detalle en pantalla pero ninguna falla en el teléfono.. ,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,2 days 
25,785839771,"Samsung Galaxy A10 metro pcs, New all original accessories, nuevo accesorios originales",129.0,New (never used),"Samsung Galaxy A1032gb metro pcsBrand new all original accessoriesNuevo accesorios originales$129Ignore s7, s8,s9,S10,pixel,I phone,A20, LG, Motorola, Android, j7, Coolpad",8,Local pickup (14 miles away),Ships for $7.49,14.0,,7.49,"San Diego, CA",San Diego, CA,2 days 
26,785333609,Samsung galaxy S8 unlocked,249.0,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",12,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,3 days 
27,784571252,Samsung Galaxy s8 T-Mobile + Unlocked,270.0,Used (normal wear),"Samsung Galaxy S8 smartphone in great condition. Originally from T-Mobile but it has been unlocked for GSM global carriers (AT&T, Telcel, etc.).Great condition, almost like new. Only phone included. Factory reset.Open to offers but No lowballers.Tags: cell, cellphone, phone, S-8, S 8, tmobile, ATT, MovistarCondition: Great,  almost Like new",4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,5 days 
28,784401309,Samsung galaxy S8 plus...desbloqueado para cualquier compañia...yo lo tenia con cricket..en exelentes condiciones..,320.0,Used (normal wear),No esta quebrado ni rayado,4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,5 days 
29,784154202,Samsung Galaxy s8,300.0,Used (normal wear),Selling for $300 obo does have some cracks on front and back. Easy fix up for no more then $30-50. ,1,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,5 days 
30,784132550,Samsung Galaxy s8+ factory unlocked,300.0,Used (normal wear),Samsung Galaxy s8+ factory unlocked Verizon T-Mobile AT&T Metro Cricket Sprint Boost $300,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"San Marcos, CA",San Marcos, CA,5 days 
31,783818502,Samsung galaxy S8 unlocked - excellent condition,249.0,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",11,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,6 days 
32,782758314,k,130.0,Used (normal wear),samsung galaxy s8 plus tmobile ,1,Local pickup (26 miles away),No shipping INFO!,26.0,,,"San Diego, CA",San Diego, CA,1 week 
33,782268562,Phone Samsung galaxy s8 blue tmobile,200.0,Used (normal wear),Samsung galaxy s8 paid off with minor wears and tears asking 200 but willing to negotiate ,2,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Oceanside, CA",Oceanside, CA,1 week 
34,787334934,42mm Sony smartwatch 3 waterproof,150.0,Used (normal wear),Can be paired via Bluetooth with any Samsung galaxy s8 8 9 10 plus edge active note 5 8 9 10 plus LG g6 7 8 v20 30 40 50 Apple iPhone 7 8 plus x xs xr xs max 11 pro max etc so bring your phone to pair it with and try it before you buy it ,4,No delivery INFO!,"Ships from San Jose, CA for $3.29",,"San Jose, CA",3.29,"San Jose, CA",San Jose, CA,23 minutes 
35,787049679,Samsung galaxy S8 plus any carrier,280.0,Used (normal wear),Samsung Galaxy S8 plus64GBAny carrierTrusted sellerGreat condition,8,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,8 hours 
36,786901764,Samsung Galaxy S8 plus 64Gb Factory Unlocked Any Carrier,295.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Chula Vista, CA",Chula Vista, CA,12 hours 
37,787249472,Samsung Galaxy S8 SM-G950U Verizon/T-Mobile/MetroPCS/AT&T/Cricket/Straight Talk Phone Unlocked,300.0,Other (see description),Phone is barely used and is in excellent condition with a couple scratches on the screen. Everything on the phone works perfectly. It comes with a charger. It has a clear ESN on all carriers.,2,No delivery INFO!,"Ships from Glendale, AZ for $3.29",,"Glendale, AZ",3.29,"Glendale, AZ",Glendale, AZ,3 hours 
38,784601892,"Samsung galaxy S8,S8+,S9 unlocked",235.0,Reconditioned/Certified,"I have few of  Samsung S8,S8+ and S9  UNLOCKED work with any carrier ( T-Mobil, AT&T, Verizon, Metro PCS, Cricket, Boost and Sprint)  in (like new ) or ( mint) condition all original parts except some of them had back glass replaced , the screen is original no dark color, burn Lcd , dead pixels or shadow  S8 black 5qty available $235  eachS8 + black, silver, light purple $255 eachS9 black, blue(sold), pink 285 each Hit me up if you are interesting ",9,Local pickup (36 miles away),No shipping INFO!,36.0,,,"Fallbrook, CA",Fallbrook, CA,4 days 
39,784469364,Samsung galaxy s8+ sprint,350.0,Used (normal wear),Selling my Samsung S8+ in mint condition comes with home charger,2,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,5 days 
40,784203937,Samsung galaxy S8 Unlocked,349.0,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",7,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,5 days 
41,783976669,Samsung Galaxy s8,300.0,Used (normal wear),Unlocked Samsung Galaxy s8 64gb ,1,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,6 days 
42,783054358,Samsung Galaxy S8 plus 64Gb Factory Unlocked Any Carrier,285.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our phones.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House Charger Buy with confidence ",3,Local pickup (16 miles away),No shipping INFO!,16.0,,,"National City, CA",National City, CA,1 week 
43,781958807,Samsung Galaxy S8 plus,180.0,Used (normal wear),Selling my Samsung Galaxy S8 plus its for T-Mobile but I used it for metro for about 2 months till i broke the screen everything works fine on it comes with a wireless charger as well. Looking to get $180 or make an offer ,4,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,1 week 
44,781517498,Samsung Galaxy S8 Plus,300.0,Reconditioned/Certified,"SAMSUNG GALAXY S8+ G955U 64GB FACTORY UNLOCKED ANDROID SMARTPHONE - BLACK -_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-⭐-FREE SHIPPING-⭐⭐-15 DAY MONEY BACK GUARANTEE-⭐⭐-PICK-UPS ARE NOT PERMITTED-⭐ _____________________________________________________ PRODUCT DESCRIPTION _____________________________________________________ This Galaxy S8 Plus is in manufacturer refurbished condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It will NOT come in its original packaging but will include a certified cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Galaxy S8 Plus is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice. _____________________________________________________ PACKAGE CONTENTS: - Galaxy S8 Plus - Lightning USB-C Cable - UL Approved Power Adapter",5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
45,779909726,Samsung Galaxy S8+,200.0,Used (normal wear),"I switched over to an IPhone, I no longer use this phone and it’s just sitting in my drawer.Has 3 cracked spots, both the top right and left corners.  One crack on the back side of the top right corner. 64gb and you can still add more storage capacity ",5,Local pickup (11 miles away),Ships for $3.29,11.0,,3.29,"San Diego, CA",San Diego, CA,1 week 
46,787300484,Samsung Galaxy s8 64gb TMobile,280.0,Used (normal wear),Only about half a year old. For TMobile . Selling with rhinoshield bumper case and wireless charger.,4,Local pickup (94 miles away),Ships for $7.49,94.0,,7.49,"City of Industry, CA",City of Industry, CA,1 hour 
47,778439359,Samsung Galaxy S8+ Unlocked 64GB,300.0,Used (normal wear),For sale is a Samsung galaxy s8+ unlocked for any carrier in the US and overseas. It is a 64GB and come with Under Armour case. Price is firm and no trades,4,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,2 weeks 
48,775033274,Samsung Galaxy s8 active at&t,180.0,Used (normal wear),Samsung Galaxy s8 active at&t in excellent condition ,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,3 weeks 
49,771760933,Samsung Galaxy S8 Plus 64 GB,300.0,Used (normal wear),"Samsung Galaxy S8 Plus 128 GB T-MobileIncludes 64 GB micro SD card, charger, and two cases",2,Local pickup (22 miles away),No shipping INFO!,22.0,,,"San Marcos, CA",San Marcos, CA,4 weeks 
50,771261334,Samsung Galaxy s8+ Verizon LOCKED,200.0,Used (normal wear),Samsung galaxy s8+ LOCKED ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,4 weeks 
51,770242615,S8 Samsung galaxy (weeknd special ONLY) phone + case + charger + screen protector BUNDLE saving,325.0,Used (normal wear),"Very very Lightly used, still looks and feels brand new. 64gb internal memory, AMAZING camera features,  ready to useNo DropsNo breaks  no cracks no issues at allNoT Refurbished NOT STOLEN -has been Factory Unlocked to all carriers domestically & internationally Comes with case(otterbox) Car charger and house chargerGlass screen protector (on the phone)And 1xtra screen protector just in caseLooking to sell asap to pay some bills, have a great weeknd and be safe ",4,Local pickup (8 miles away),Ships for $7.49,8.0,,7.49,"San Diego, CA",San Diego, CA,1 month 
52,765409144,Samsung Galaxy S8 plus,400.0,Used (normal wear),"In great condition, no cracks or scratches. 64GB Samsung Galaxy S8 Plus Verizon unlocked.",2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 month 
53,764207797,Samsung Galaxy s8 att unlock works for all carriers overseas too 64 gigabytes grey color fully functional in good condition price $240,240.0,Used (normal wear),No description. Ask seller for more details,7,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,1 month 
54,761654062,Samsung Galaxy S8 Active,250.0,Open box (never used),"Selling a Samsung Galaxy S8 Active. 64 gig. For T-Mobile. Perfect condition. No scratches or dents.Comes with Original box, charger, AND ALL accessories.Also comes with NEW temper glass screen protector and rubber case. Can last 30 mins under water. Very durable. Has lasted for while since bought brand new. HAVE ALL RECEIPTS!Like new; no scratches or dents. Was kept in almost perfect condition. In a case. Temper Glass screen protector. Local Meet up only; no trades. CASH ONLYShipping accepted only if payment is made through app ",3,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,1 month 
55,757920661,Galaxy S8 Boost/ Sprint.,180.0,Used (normal wear),Samsung Galaxy S8 boost/Sprint you can also use on other carriers if you activate it I had it unlockedSmall chip top left corner not even noticeable I'm Firm on My Price $180.00 so please dont message me trying to low ball me. Pick up Escondido ,3,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Escondido, CA",Escondido, CA,1 month 
56,753520302,Samsung Galaxy S8 BOOST MOBILE Black 64gb,180.0,Used (normal wear),Samsung Galaxy S8 Boost Mobile Black 64GBSmall chip top left corner barley even noticeable in person Phone works Amazing READY TO USE WITH BOOST MOBILE OR SPRINT. If you want to use with another company youd have to flash the device to their company and activate with them. Pick up Escondido Serious inquires Only please ,7,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Escondido, CA",Escondido, CA,2 months 
57,751861188,Samsung Galaxy S8 original box w/ wireless charger and case,255.0,Used (normal wear),"Samsung Galaxy S8 with original box. Including spigon protective cover and wireless charger pad (pictured). Includes wired Samsung headphones. Type C wired connection. Includes wired headphones and charger port plugs.This is my second favorite phone (posting from my favorite!) No scratches on screen or back. Fingerprint sensor. Very powerful, very fast. Awesome video and pictures. Works internationally used in Middle East and Europe. US unlocked version off Amazon. Can use sim card, can be set up for no card plan too. Still waterproof (recommend not testing on purpose).This S8 has the circuit board that is FM radio capable. You need to use the wired headphones (they are the antenna) and an app. Good reception, great for drive in.This is a great phone, very secure, very fast, long battery, cool edge screen. LED screen, great picture for movies and games.",2,Local pickup (21 miles away),Ships for $7.49,21.0,,7.49,"Imperial Beach, CA",Imperial Beach, CA,2 months 
58,748302428,Samsung Galaxy s8 64GB,250.0,Used (normal wear),"Samsung Galaxy S8 , Arctic Silver Perfect condition very clean Unlocked with any sim 64 GB.",8,Local pickup (21 miles away),No shipping INFO!,21.0,,,"El Cajon, CA",El Cajon, CA,2 months 
59,747360750,Samsung Galaxy S8 Plus (Unlocked),335.0,Used (normal wear),Unlocked for All Carriers Excellent Condition Comes with Charger Clean IMEI I have two available. One for $335 and two for $660,5,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,2 months 
60,742187766,"Samsung Galaxy S8+, AT&T, works perfect, factory reset and ready to activate.",220.0,Open box (never used),"No scratches, this was an extra phone and not used. Always in case, case included. It is factory reset and ready to activate. Bring your nano size sim card and you can switch immediately.",3,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,2 months 
61,739094795,Samsung galaxy s8,300.0,Used (normal wear),"Like new in good condition no cracks or scratches, Verizon carrier it is unlocked for any other carrier asking 300 or best offer. ",3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,2 months 
62,737551973,Samsung Galaxy s8,120.0,Used (normal wear),"Less then a month old, but has cracked screen. Works perfectly fine. My service was with Sprint. Asking $120 obo",3,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Imperial Beach, CA",Imperial Beach, CA,3 months 
63,733307836,Samsung galaxy s8,250.0,New (never used),Selling my galaxy s8 Everything working good Comes with a charger FREE DLIVERY IF 20 MILES OR LESSWorks for sprint NO CRACKS NEED IT GONE ASAP ,2,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,3 months 
64,732183400,Samsung galaxy s8 sprint only,200.0,Used (normal wear),He works for SprintIt's got a screen burnIt works very well,4,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,3 months 
65,732076534,Samsung Galaxy S8 plus,249.0,New (never used),Amazing Samsung Galaxy s8plus Only $249$8 dlls a month If you're looking to upgrade your cellphone or start service with an affordable cellphone This is it..........If you're looking for freebies please don't ask questions. ,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Carlsbad, CA",Carlsbad, CA,3 months 
66,727602931,Samsung Galaxy s8 plus,249.0,New (never used),Yes $249 Only $8 a month ,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Carlsbad, CA",Carlsbad, CA,3 months 
67,724912669,Samsung galaxy s8 +,450.0,Reconditioned/Certified,Lightly used ,5,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,3 months 
68,719638070,T- mobile Samsung galaxy s8 active (not working got water damage),120.0,For Parts,Phone don’t work. Somehow it got water damage even though it’s water proof🥴. Water 💦 proof my 🍑,3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Bonita, CA",Bonita, CA,4 months 
69,714972361,Samsung Galaxy S8 in great condition,150.0,Used (normal wear),Rarely used Samsung Galaxy S8 in great condition. Used for a few weeks but my boyfriend just got me the S10 so I have no need for this phone anymore. My loss is your gain! Has a small crack in the bottom corner. I will throw in my case for free as well. Asking $150 obo. Need gone ASAP,5,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
70,709989878,SAMSUNG GALAXY S8 UNLOCKED FOR ANY CARRIER,230.0,Used (normal wear),Very good phone works very well small crack on the bottom right corner and on the back bottom left but it doesnt affect the phone at all unlocked for any carrier also in Mexico.SE HABLA ESPAÑOL!,3,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,4 months 
71,675939903,"SAMSUNG GALAXY S8. ""W/tiny tiny crack""",300.0,Used (normal wear),***PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION***,8,Local pickup (14 miles away),No shipping INFO!,14.0,,,"El Cajon, CA",El Cajon, CA,4 months 
72,680888850,SAMSUNG GALAXY S8,295.0,Used (normal wear),****SEE MY PAGE********SEE MY PAGE********SEE MY PAGE****,8,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
73,684561169,SAMSUNG GALAXY S8,280.0,Used (normal wear),      --FOR PRICES--****SEE MY PAGE********SEE MY PAGE********SEE MY PAGE****,7,Local pickup (14 miles away),No shipping INFO!,14.0,,,"El Cajon, CA",El Cajon, CA,4 months 
74,693078757,SAMSUNG GALAXY S8,295.0,Reconditioned/Certified,"   ***FOR PRICES PLEASE CLICK ON ""MR. ROBOTO"" TO SEE MY SELECTION OF.          PHONES***                      ****SEE MY PAGE****                      ****SEE MY PAGE****                      ****SEE MY PAGE*******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION*",7,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
75,699040059,SAMSUNG GALAXY S8+,225.0,Used (normal wear),*************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE*************,6,Local pickup (14 miles away),No shipping INFO!,14.0,,,"El Cajon, CA",El Cajon, CA,4 months 
76,702379878,SAMSUNG GALAXY S8+,225.0,Used (normal wear),***************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE*******************,6,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
77,702975841,"Samsung Galaxy S8, Gear VR w/c, & 2 cases",280.0,Reconditioned/Certified,Samsung Galaxy S8 with 2 protective cases and Samsung Gear VR  with controller  ,2,Local pickup (15 miles away),Ships for $7.49,15.0,,7.49,"San Diego, CA",San Diego, CA,5 months 
78,702461906,Samsung Galaxy s8,250.0,Used (normal wear),Silver/ black64 GBBarely used Works like a charm Unlocked to metro/ t-mobileWireless chargingComes with 2 casesComes with a fast charger ,5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,5 months 
79,787290312,Galaxy S8 64gb (NOT A PLUS) VERIZON Unlocked Excellent Grey Tmobile Att Sprint MetroPcs Cricket Boost Ultra/Simple Mexico Central America Europe Asia,232.97,Used (normal wear),**PRICE FIRM OFFERS FOR LESS WILL BE REPORTED/BLOCKED**       **SHIPPING ONLY** **YOU PAY THRU OFFERUP ONLY ONLY ONLY ONLY ONLY NO EXCEPTIONS**SAMSUNG GALAXY S8 64GB UNLOCKED GREY EXCELLENT CONDITION COMES WITH USB CABLE (NO BOX NO OTHER ACCESSORIES) ,1,No delivery INFO!,"Ships from Crete, IL for $3.29",,"Crete, IL",3.29,"Crete, IL",Crete, IL,2 hours 
80,686837706,Mint Cindition Samsung Galaxy S8,400.0,New (never used),Brand new out of box galaxy s8,1,Local pickup (2 miles away),No shipping INFO!,2.0,,,"San Diego, CA",San Diego, CA,5 months 
