,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,latitude,longitude
33,===iPHONE 10 (X)===EXCELLENT COND=== 64GB===TMOBILE===14 months old===,$550,2019-11-20 14:15,Yes,[],post id: 7022245259,True,33.107200,-117.294300
34,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-20 14:06,Yes,['mobile OS: apple iOS'],post id: 7021834325,False,32.778300,-117.133500
35,Apple iPhone X 64GB Black Unlocked,$520,2019-11-20 14:01,Yes,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X', 'size / dimensions: 64']",post id: 7019017555,False,32.750337,-117.204734
36,New BodyGuardz Apple iPhone Xs/X Tempered Glass Screen Protector,$35,2019-11-20 13:28,Yes,"['condition: new', 'make / manufacturer: BodyGuardz']",post id: 7014181278,False,32.966500,-117.249000
37,New BodyGuardz Apple iPhone Xs/X Tempered Glass Screen Protector,$35,2019-11-20 13:28,Yes,"['condition: new', 'make / manufacturer: BodyGuardz']",post id: 7014189427,False,32.966500,-117.249000
38,New BodyGuardz Apple iPhone Xs/X Tempered Glass Screen Protector,$35,2019-11-20 13:28,Yes,"['condition: new', 'make / manufacturer: BodyGuardz']",post id: 7014190543,False,32.966500,-117.249000
39,FIRM PRICE! Brand New Slim Soft Silicone Case for iPhone X or XS,$20,2019-11-20 12:02,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7010362949,False,32.745400,-117.127200
40,"____BIG!!Top buyer=Nwew@X'7'8' unlocked"" iphone buy+++",$0,2019-11-20 11:44,Yes,['mobile OS: apple iOS'],post id: 7009481080,False,32.762400,-117.124200
41,"____BIG!!Top buyer=Nwew@X'7'8' unlocked"" iphone buy+++",$0,2019-11-20 11:44,Yes,['mobile OS: apple iOS'],post id: 7009481364,False,32.762400,-117.124200
42,NIB Luvvitt Clear iPhone X/XS Case,$5,2019-11-20 10:53,Yes,"['condition: new', 'make / manufacturer: luvvitt', 'mobile OS: apple iOS', 'model name / number: iphone X/XS']",post id: 7019510659,True,32.658700,-116.965200
43,iPhone X 256GB / Space Gray / Unlocked GSM Networks (AT&T/T-Mobile),$600,2019-11-20 09:43,Yes,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: A1901']",post id: 7023791605,False,32.857700,-117.211500
44,iPhone X 256GB / Space Gray / Unlocked GSM Networks (AT&T/T-Mobile),$600,2019-11-20 09:44,Yes,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: A1901']",post id: 7023792316,False,32.857700,-117.211500
45,iPhone X 64gb,$475,2019-11-20 09:21,Yes,"['condition: like new', 'make / manufacturer: iPhone', 'model name / number: X 64bg']",post id: 7022402064,False,33.119300,-117.185000
46,iPhone X,$400,2019-11-20 08:33,Yes,"['condition: like new', 'make / manufacturer: iPhone', 'model name / number: X']",post id: 7023731887,False,33.163900,-117.300900
47,iPhone iPad Samsung Screen LCD Battery Repair XS X 8 8+ 7 7+ 6S 6+ 5SE,$0,2019-11-20 08:31,Yes,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7020484430,False,32.742300,-117.094700
48,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-20 08:11,Yes,['mobile OS: apple iOS'],post id: 7022029118,False,32.778300,-117.133500
49,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-20 08:09,Yes,['mobile OS: apple iOS'],post id: 7022029098,False,32.778300,-117.133500
50,Like New Iphone X Space Gray 256gb Unlocked,$540,2019-11-20 07:57,Yes,"['condition: like new', 'mobile OS: apple iOS']",post id: 7004483736,False,32.631500,-116.940800
51,iPhone X 256GB Space Gray - unlocked,$550,2019-11-20 07:30,Yes,"['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X 256GB']",post id: 7016287681,False,32.857700,-117.211500
52,Good**!!~** iPhone ✤✤✤X --with 64gb **!!~**--UNLOCKED==>>200,$0,2019-11-20 05:43,Yes,['mobile OS: apple iOS'],post id: 7023590436,False,32.742300,-117.094700
53,PERFECT✤✤✤iPhone X White UNLOCKED✤✤✤ from Apple Stor==>>200,$0,2019-11-20 05:37,Yes,['mobile OS: apple iOS'],post id: 7023590220,False,32.848600,-116.986200
54,Unlocked iPhone X 64GB Silver,$500,2019-11-19 21:04,Yes,['mobile OS: apple iOS'],post id: 7017903552,False,32.873062,-117.204341
55,LIFEPROOF FRE IPHONE X CASE BRAND NEW!!,$60,2019-11-19 21:02,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7023537820,False,33.053500,-117.268900
56,Like New iPhone X 256GB AppleCare+ (Unlocked),$650,2019-11-19 20:05,Yes,"['condition: like new', 'cryptocurrency ok', 'make / manufacturer: Apple', 'mobile OS: apple iOS']",post id: 7003945173,False,32.795668,-117.243176
57,Iphone x webuy cash offer,$600,2019-11-19 17:51,No,['mobile OS: apple iOS'],post id: 7004349382,True,32.760700,-117.072100
58,Apple iPhone X 256 gb Unlocked black,$575,2019-11-19 14:58,No,"['condition: like new', 'make / manufacturer: APPLE', 'mobile OS: apple iOS', 'model name / number: iphone x']",post id: 7023370309,True,32.916100,-117.140200
59,In perfect condition////Unlocked silver 256gb iPhone X%%%%Single owner,$400,2019-11-19 14:40,Yes,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7023296526,True,32.718500,-117.159300
60,BUYRER%% Wan;Ted Phone iPHONE -X-8 Sealed iN BoX.,$0,2019-11-19 13:53,Yes,['mobile OS: apple iOS'],post id: 7014643883,False,32.762400,-117.124200
61,Cellphone battery pack for iPhone X or Iphone XS,$30,2019-11-19 13:50,Yes,"['condition: like new', 'make / manufacturer: Apple iphone', 'mobile OS: apple iOS', 'model name / number: IPhone XS']",post id: 7017024626,False,33.110100,-117.070000
62,"Buy@昼We--M@@ackbo-ok As=@=X,8~iPhone(離BU",$0,2019-11-19 12:17,Yes,['mobile OS: apple iOS'],post id: 7010814936,False,32.705900,-117.052400
63,iPhone X 256,$950,2019-11-19 12:17,No,"['condition: new', 'make / manufacturer: Apple', 'model name / number: X 256']",post id: 7023266079,True,33.098816,-117.204380
64,v X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-19 12:07,Yes,['mobile OS: apple iOS'],post id: 7021249825,False,32.727200,-117.226800
65,v X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-19 12:01,Yes,['mobile OS: apple iOS'],post id: 7021249757,False,32.727200,-117.226800
66,"Buy@昼We--M@@ackbo-ok As=@=X,8~iPhone(離BU",$0,2019-11-19 11:10,Yes,['mobile OS: apple iOS'],post id: 7010815052,False,32.705900,-117.052400
67,Firm Price! Brand New Case for iPhone X or XS,$10,2019-11-19 11:03,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7014301319,False,32.745400,-117.127200
68,iPhone X 256gb,$700,2019-11-19 10:21,Yes,"['condition: new', 'make / manufacturer: iphone X / Apple', 'mobile OS: apple iOS', 'model name / number: NQCP2LL/A865']",post id: 7023170691,False,33.119300,-117.185000
69,iPhone X 64gb UNLOCKED One month old,$520,2019-11-19 07:03,Yes,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7021537529,True,33.075596,-117.059841
70,IPhone X 256 Gb,$200,2019-11-18 20:10,Yes,[],post id: 7022864642,False,32.608400,-117.056500
71,iPhone X 64gb Space Gray,$450,2019-11-18 19:22,Yes,['mobile OS: apple iOS'],post id: 7022848766,True,32.667100,-117.022100
72,iPhone X,$600,2019-11-18 18:31,No,"['make / manufacturer: iPhone X 256 Mb', 'mobile OS: apple iOS', 'model name / number: MQAM2LL/A']",post id: 7022829110,False,32.796900,-117.240500
73,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-18 16:18,Yes,['mobile OS: apple iOS'],post id: 7022704626,False,32.727200,-117.226800
74,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-18 16:17,Yes,['mobile OS: apple iOS'],post id: 7022704595,False,32.727200,-117.226800
75,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 15:57,Yes,['mobile OS: apple iOS'],post id: 7022690833,False,32.727200,-117.226800
76,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 15:35,Yes,['mobile OS: apple iOS'],post id: 7022690948,False,32.727200,-117.226800
77,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,$0,2019-11-18 15:28,Yes,['mobile OS: apple iOS'],post id: 7022690904,False,32.727200,-117.226800
78,FIRM PRICE! Brand New Premium Case for iPhone X or XS,$15,2019-11-18 12:06,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7009025027,False,32.745400,-117.127200
79,iPhone X / XR / XS MAX SCREEN REPAIR,$0,2019-11-18 11:41,Yes,['mobile OS: apple iOS'],post id: 7022569121,True,32.761288,-117.067163
80,@@ For sale is an iphone x 64gb in excellent condition. @ -@@@,$220,2019-11-18 10:15,Yes,['mobile OS: apple iOS'],post id: 7022411087,False,33.138800,-117.052000
81,Brand New White/Silver iPhone X,$500,2019-11-17 19:05,No,"['make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7022157198,False,32.742500,-117.243300
82,Apple - iPhone X 256GB - Silver (NEW),$700,2019-11-17 16:38,Yes,['mobile OS: apple iOS'],post id: 7014245641,False,32.718500,-117.159300
83,OtterBox case I phone X or XS,$15,2019-11-17 15:21,Yes,"['condition: new', 'make / manufacturer: Otter box', 'mobile OS: android', 'model name / number: iPhone X or XS']",post id: 7022058920,False,32.683200,-115.502800
84,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,$15,2019-11-17 12:06,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7013107965,False,32.745400,-117.127200
85,FIRM PRICE! NEW Premium Red Case for iPhone X or XS,$15,2019-11-17 12:03,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7013102786,False,32.745400,-117.127200
86,FIRM PRICE! Brand New Premium Case for iPhone X or XS,$15,2019-11-17 11:56,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7008178924,False,32.745400,-117.127200
87,Firm Price! Brand New Wallet Case for iPhone X or XS,$15,2019-11-17 11:56,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7017206091,False,32.745400,-117.127200
88,iPhone X 256,$550,2019-11-17 10:54,Yes,['mobile OS: apple iOS'],post id: 7017075704,False,32.810124,-117.237673
89,iPhone X 256GB with Apple Care,$600,2019-11-16 15:32,Yes,"['condition: excellent', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7021530830,False,32.965200,-117.121300
90,IPHONE X 64GB UNLOCKED,$450,2019-11-16 08:42,Yes,"['condition: new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7021206318,True,32.680600,-117.047400
91,AT&T iPhone X,$400,2019-11-15 19:50,Yes,['mobile OS: apple iOS'],post id: 7021001869,False,33.196800,-117.283100
92,FIRM PRICE! NO Offers. Brand New Premium Case for iPhone X or XS,$15,2019-11-15 13:18,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7020795575,False,32.745400,-117.127200
93,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,$15,2019-11-15 12:20,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7011404455,False,32.745400,-117.127200
94,iPhone X**!!~** BRAND NEW**!!~** OPEN BOX c - $223,$0,2019-11-15 09:04,Yes,['mobile OS: apple iOS'],post id: 7020496305,False,32.742500,-117.243300
95,iPhone iPad Samsung Screen LCD Battery Repair XS X 8 8+ 7 7+ 6S 6+ 5SE,$0,2019-11-15 08:04,Yes,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7020484412,False,32.742300,-117.094700
96,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-14 13:58,Yes,['mobile OS: apple iOS'],post id: 7016420335,False,32.727200,-117.226800
97,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-14 13:58,Yes,['mobile OS: apple iOS'],post id: 7016420343,False,33.459900,-88.832200
98,"____BIG!!Top buyer=Nwew@X'7'8' unlocked"" iphone buy+++",$0,2019-11-14 13:57,Yes,['mobile OS: apple iOS'],post id: 7000372975,False,32.758275,-117.157249
99,X-MAX LOCKED 1oS IPHONE top BUYER@XS..XR..X ###,$0,2019-11-14 13:56,Yes,['mobile OS: apple iOS'],post id: 7016263247,False,32.778300,-117.133500
100,X-MAX LOCKED 1oS IPHONE top BUYER@XS..XR..X ###,$0,2019-11-14 13:56,Yes,['mobile OS: apple iOS'],post id: 7016263301,False,32.778300,-117.133500
101,X-MAX LOCKED 1oS IPHONE top BUYER@XS..XR..X ###,$0,2019-11-14 13:56,Yes,['mobile OS: apple iOS'],post id: 7016263340,False,32.778300,-117.133500
102,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S10/S9+@,$0,2019-11-14 13:54,Yes,['mobile OS: apple iOS'],post id: 7014962304,False,32.727200,-117.226800
103,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,$0,2019-11-14 13:46,Yes,['mobile OS: apple iOS'],post id: 7016420302,False,32.727200,-117.226800
104,X-MAX Apple iPhone 8 64GB Gold PARTS Space gray T-Mobile -[;,$0,2019-11-14 12:39,Yes,['mobile OS: apple iOS'],post id: 7008153375,False,32.727200,-117.226800
105,X-MAX Apple iPhone 8 64GB Gold PARTS Space gray T-Mobile -[;,$0,2019-11-14 12:39,Yes,['mobile OS: apple iOS'],post id: 7008153433,False,32.727200,-117.226800
106,BUYER%~IPHONE used N.E.W,$0,2019-11-21 15:10,Yes,"['condition: like new', 'mobile OS: apple iOS']",post id: 7024621326,False,33.089500,-117.112800
107,BUYER%~IPHONE used N.E.W,$0,2019-11-21 14:52,Yes,"['condition: like new', 'mobile OS: apple iOS']",post id: 7024621345,False,33.089500,-117.112800
108,Fastest turn-around & I PH ONE RE-PAIR & Easy Decision!!!,$0,2019-11-21 10:18,Yes,"['make / manufacturer: iphone galaxy repair cellphone', 'mobile OS: apple iOS', 'model name / number: buyer buy screen fix']",post id: 7022712057,True,32.742300,-117.094700
109,Fastest turn-around & I PH ONE RE-PAIR & Easy Decision!!!,$0,2019-11-21 09:40,Yes,"['make / manufacturer: iphone galaxy repair cellphone', 'mobile OS: apple iOS', 'model name / number: buyer buy screen fix']",post id: 7022712074,True,32.742300,-117.094700
110,Iphone - Iphone Buy - Iphone Sell - Iphone Top Buyer - Sell Iphone,$12345,2019-11-21 08:56,Yes,['\n\nmore ads  by this user        \n'],post id: 7024403798,True,32.697000,-117.115300
111,Cell Phone iPhone Galaxy iPad Repair Service in San Diego near you,$1,2019-11-21 08:39,Yes,"['condition: new', 'mobile OS: other']",post id: 7024389345,True,32.832965,-117.149234
112,Fastest turn-around & I PH ONE RE-PAIR & Easy Decision!!!,$0,2019-11-21 08:31,Yes,"['make / manufacturer: iphone galaxy repair cellphone', 'mobile OS: apple iOS', 'model name / number: buyer buy screen fix']",post id: 7022712068,True,32.742300,-117.094700
113,Looking to buy iPhone or Galaxy,$12345,2019-11-20 15:43,Yes,[],post id: 7020852573,True,32.916100,-117.140200
114,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",$0,2019-11-20 12:59,Yes,['mobile OS: apple iOS'],post id: 7020057254,False,32.795800,-117.070700
115,iPHONE B. UYER,$800,2019-11-20 12:08,Yes,[],post id: 7018892546,True,32.792800,-116.966500
116,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",$0,2019-11-20 11:44,Yes,['mobile OS: apple iOS'],post id: 7020057221,False,32.795800,-117.070700
117,Apple iPhone 6S 64GB,$100,2019-11-20 10:33,Yes,"['condition: good', 'make / manufacturer: Apple', 'model name / number: iPhone 6s']",post id: 7019933531,False,33.184113,-117.227219
118,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:48,Yes,['mobile OS: apple iOS'],post id: 7023714064,False,32.713900,-117.121900
119,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:49,Yes,['mobile OS: apple iOS'],post id: 7023714177,False,32.713900,-117.121900
120,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:40,Yes,['mobile OS: apple iOS'],post id: 7023714102,False,32.713900,-117.121900
121,WE REPAIR*SAMSUNG/iPHONE/LG*Cracked Screen Front & Back*On The Spot!!,$0,2019-11-20 09:09,Yes,['mobile OS: apple iOS'],post id: 7023714077,False,32.713900,-117.121900
122,iphone repair - I come to you,$1,2019-11-20 08:39,Yes,['mobile OS: apple iOS'],post id: 7023665657,True,33.095400,-117.261900
123,"Samsung Gear S2 smart watch, galaxy iPhone compatible, men/women",$80,2019-11-20 08:35,Yes,"['condition: like new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Gear S2']",post id: 7008462586,False,33.138800,-117.052000
124,iPhone repair - I come to you,$1,2019-11-19 22:11,Yes,['mobile OS: apple iOS'],post id: 7023530411,True,33.081588,-117.234249
125,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,$999,2019-11-19 22:10,Yes,['mobile OS: apple iOS'],post id: 7023552157,True,32.778300,-117.133500
126,cheap iPhone repair,$54,2019-11-19 22:00,No,['mobile OS: apple iOS'],post id: 7023530471,True,33.053500,-117.268900
127,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,$0,2019-11-19 21:48,Yes,['mobile OS: apple iOS'],post id: 7023548204,True,32.778300,-117.133500
128,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,$0,2019-11-19 21:44,Yes,['mobile OS: apple iOS'],post id: 7023547436,True,32.742300,-117.094700
129,cheap iPhone repair,$54,2019-11-19 14:49,No,['mobile OS: apple iOS'],post id: 7023291835,True,33.053500,-117.268900
130,iPhone repair - I come to you,$1,2019-11-19 14:02,Yes,['mobile OS: apple iOS'],post id: 7023289893,True,33.081588,-117.234249
131,Iphone 6 / 16GB / Rose-Gold / Verizon,$100,2019-11-19 13:56,Yes,"['condition: excellent', 'make / manufacturer: Iphone 6 / Apple', 'mobile OS: apple iOS', 'model name / number: A1549']",post id: 7023339752,False,33.118863,-117.216911
132,iHome Speakers for iPhone iPod Bongiovi DPS Chargin Dock Power Adapter,$35,2019-11-19 12:18,Yes,['condition: excellent'],post id: 7008259653,True,32.783201,-117.203240
133,iphone repair - I come to you,$1,2019-11-19 10:39,Yes,['mobile OS: apple iOS'],post id: 7023106211,True,33.095400,-117.261900
134,iPhone 11 pro max A2161,$700,2019-11-19 00:11,Yes,"['condition: excellent', 'make / manufacturer: Apple', 'model name / number: iPhone 11 pro max', 'size / dimensions: 177x58x8.1mm']",post id: 7022896827,True,32.711405,-117.157688
135,New JVC headunit iPhone Android Bluetooth MP3 Aux Micro SD USB Pandora,$8,2019-11-18 13:09,Yes,[],post id: 7015727426,True,32.891900,-117.203500
136,iphone 10 256GB,$650,2019-11-18 12:00,Yes,"['condition: like new', 'delivery available', 'make / manufacturer: apple', 'model name / number: iphone 10']",post id: 7022580295,False,32.637100,-117.067600
137,We Bare Bears Phone Case for iPhone (NEW),$15,2019-11-18 09:21,Yes,['condition: new'],post id: 7022442659,False,32.797200,-117.170800
138,iPhone X XS XS MAX Repair,$1,2019-10-28 12:14,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7008892302,False,32.763500,-117.202800
139,iPhone X XR Repair,$1,2019-10-28 12:08,Yes,"['condition: new', 'mobile OS: apple iOS']",post id: 7008887228,False,32.763500,-117.202800
140,"Swyop Battery Case for iPhone 6s, 6000mAh Portable Charging Case for i",$25,2019-11-17 22:32,Yes,['condition: new'],post id: 7022206742,False,32.777700,-116.919100
141,"Swyop Battery Case for iPhone 6s, 6000mAh Portable Charging Case for i",$25,2019-11-17 22:32,Yes,['condition: new'],post id: 7022206960,False,32.777700,-116.919100
142,"Swyop Battery Case for iPhone 6s, 6000mAh Portable Charging Case for i",$25,2019-11-17 22:30,Yes,['condition: new'],post id: 7022206898,False,32.777700,-116.919100
143,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,$900,2019-11-17 19:08,Yes,['mobile OS: apple iOS'],post id: 7022159374,False,37.132840,-95.785580
