,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
14,611680230,XBOX ONE 1 X w/ ELITE controller,500,Used (normal wear),Looking to trade for VERIZON iPhone X***WILL NOT DROP IN PRICE - FIRM OFFER******CHECK MY OTHER LISTINGS!***This is a great deal. I’m selling my Xbox one X (the most powerful Xbox available) and the XBOX Elite controller (the best controller available) both in like new condition I am willing to trade for the larger series 4 Apple Watch or an iPhone X Needs to go!,3,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,10 months 
15,785308727,"iPhone X, like new/barely used, still in the wrapper",490,Open box (never used),"iPhone X, it for sure works with TMobile network, but pretty sure it will work for all phone networks. Nothing wrong with it, I am already happy with my current phone so I don't need it. ",3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,13 hours 
16,785267207,iPhone X 64gb with cracked back,350,Used (normal wear),"I’m planning to get the back fixed in the next day or so but if someone wants a cheap iPhone X here it is Pick up in Carlsbad, I don’t drive  Everything works greatClean IMEI, no iCloud lock CARRIER UNLOCKED Feel free to test before you buy  I consider trade/ $$ off for iPhones working broken even iCloud locked.  Tell me the model, carrier, GB, condition AND HOW MUCH YOU WANT IN TRADE FOR IT ",3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"Carlsbad, CA",Carlsbad, CA,14 hours 
17,785160921,iPhone X AT&T 64GB,400,Used (normal wear),"Looking to sell my iPhone X. Just upgraded to the 11 pro so i don’t have a need for this anymore. Works perfect, have never had any issues with it. Back and front glass are original and in new condition, sides have normal wear from having a case on it. Asking $400 OBO ",3,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Escondido, CA",Escondido, CA,18 hours 
18,785062354,iPhone X 256 GB T-Mobile,650,Used (normal wear),No issues at all still looks new no scratches or dents comes with everything in the pictures ,11,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,1 day 
19,784776730,iPhone X unlocked 64g screen cracked,400,Used (normal wear),Unlocked iPhone X 64 GB,3,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 day 
20,784639218,Apple IPhone 8 Plus,350,Open box (never used),Like new Rose Gold IPhone 8 Plus for T-Mobile.  NO SCRATCHES NO DAMAGES. Upgraded our phones. We have other IPhones available such as the iPhone X and XR,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"Lemon Grove, CA",Lemon Grove, CA,1 day 
21,784572243,Verizon Iphone X -64GB,450,Reconditioned/Certified,"Space gray, 64 GB iPhone X. Upgraded and no longer need this one. Great phone at a great price. Have an extra screen protector to include as well. ",5,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Carlsbad, CA",Carlsbad, CA,2 days 
22,779825017,iPhone X 256gb unlocked,600,Used (normal wear),"Excellent condition iPhone X - 256gb space grey Unlocked- I had AT&T but works with any Included: charger, headphones, case, wireless charging dock. Reason for selling, switched carriers and got a  deal on a new one. ",4,Local pickup (43 miles away),No shipping INFO!,43.0,,,"Temecula, CA",Temecula, CA,1 week 
23,785572339,iPhone X 256gb Verizon (unlocked),500,Used (normal wear),"Selling my used iPhone X 256gb verizon phone. The phone is paid off and unlocked to be used on any carrier. The phone is in excellent condition, as it waa always on case with screen protector on.  Asking for $500 , cash only! ",2,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Oceanside, CA",Oceanside, CA,5 hours 
24,785406043,iPhone X 64 GBS space gray,500,Used (normal wear),No cracks great condition ,3,Local pickup (22 miles away),No shipping INFO!,22.0,,,"San Diego, CA",San Diego, CA,10 hours 
25,785592985,Apple iPhone X 256GB - Unlocked,375,New (never used),UnlockedComes with all original packagingSerious Inquires No trades,2,No delivery INFO!,"Ships from Los Angeles, CA for $7.49",,"Los Angeles, CA",7.49,"Los Angeles, CA",Los Angeles, CA,4 hours 
26,726017698,iPhone x black with life proof case headphones,650,Open box (never used),In prefix condition ready for you to set up.,3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Lakeside, CA",Lakeside, CA,3 months 
27,785084090,Iphone x,300,Used (normal wear),Iphone x 64gbTmobile 🔒 Works great with wifi,4,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,1 day 
28,784952226,iPhone X 64 gb,550,Used (normal wear), Brand new condition Verizon64 gb Paid off Clean IMEI,3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
29,784920684,IPhone X,350,Used (normal wear),Works for ATT onlyFully functionalJust put your chip in and it’ll workMinor scuffs ,3,Local pickup (30 miles away),Ships for $3.29,30.0,,3.29,"Bonsall, CA",Bonsall, CA,1 day 
30,784754916,* iPhone X 64GB Silver ( Like New ),625,Used (normal wear),"* iPhone X 64GB Silver ( Like New )* Comes with original box, charger* Otter Box Case included* Unlocked for all mobile carriers* Bring your own sim card & see for yourself !!",6,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Vista, CA",Vista, CA,1 day 
31,784600952,iPhone X 256GB BRAND NEW UNLOCKED!!! OBO,700,New (never used),Brand New never been used iPhone X -256 GB -Unlocked -All accessories included -asking for $700 or best offer,3,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,2 days 
32,785587133,Apple iPhone X 64GB Unlocked (READ DESCRIPTION),320,Used (normal wear),"Good working condition! Glue bottle tipped over and went over the phone, made the back camera quality horrible. (See Pictures) Front camera is perfect. Other than that everything is functional! Charging works, wireless charging works, speakers are fully functioning, and the beautiful iPhone X Oled screen! Amazing dirt cheap price. Phone is unlocked and ready to use! ",7,Local pickup (22 miles away),No shipping INFO!,22.0,,,"El Cajon, CA",El Cajon, CA,4 hours 
33,785548085,iPhone X 256GB UNLOCKED,525,Reconditioned/Certified,This phone is in excellent shape and good condition. It’s unlocked for any carrier.  We are a store in Linda Vista close to the University of San Diego. We specialize in high quality electronics. Feel free to make an offer. ,4,Local pickup (7 miles away),No shipping INFO!,7.0,,,"San Diego, CA",San Diego, CA,6 hours 
34,785454959,Unlocked iPhone X - 256G - $500,500,Used (normal wear),"Unlocked iPhone X , with original box 256G",1,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,9 hours 
35,785317887,iPhone X 64GB,500,New (never used),iPhone X Verizon 64GB any carrierUnlocked/ No iCloud/ comes with boxOnly minor chip on bottom phone is in great condition Clean ESM$500,5,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,13 hours 
36,754605601,iPhone X 64gb space grey UNLOCKED,600,Reconditioned/Certified,"Not locked , will be formatted ready for use , UNLOCKED , front and back cameras are a bit scratched but other than that everything works for me. 64gb space grey UNLOCKED CARRIER",5,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 month 
37,785264389,iPhone X 256GB,525,Used (normal wear),"Price is Firm 👈🏻👈🏻👈🏻👈🏻👈🏻 NO SHIPPINGPlease read the entire ad as most of your questions are answered below. Works for: AT&T & CricKet Networks iPhone X - 256GB - Silver ColorGood Condition. Has a screen protector installed. Everything works great. Bring your SIM card and make a test call!Reset Back to Factory Settings. There is NO iCloud lock or any activation lock. It’s fully wiped and ready for you to use the phone. Price is Firm 👈🏻👈🏻👈🏻👈🏻👈🏻I consider trades for other Apple Products (iPhone / iPad / MacBook / Watch). Tell me the model, carrier, GB, condition. I accept cracked iPhones. AND HOW MUCH YOU WANT IN TRADE FOR IT.",4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,14 hours 
38,785014622,iPhone X,500,New (never used),Unlocked        ✔️64 gb                 ✔️Like new          ✔️No scratches ✔️,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
39,784931161,"iPhone XS Max, XR, X",500,Used (normal wear),"I have two IPhone XS Max’s $600 each, One rose gold and one black both 64gigs. iPhone X and IPhone XR $500 each. XR is yellow and X is black both 64 gigs. All Verizon phones, all perfect condition no cracks or scratches. We are moving to a different phone company so we are selling the phones. ",3,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 day 
40,784875309,iPhone X 64GB Unlocked Amazing Condition!,470,Used (normal wear),"-iPhone X 64GB -Space Gray-Perfect condition(It’s been used with a case since day one so it looks amazing.)-Unlocked by the time of purchase (just need to notify my phone company) -Originally from sprint, when unlocked can be used at any carrier )",5,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
41,784590282,iPhone X 256 Unlocked,550,New (never used),Like brand new Works all carriers 256GB,2,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Spring Valley, CA",Spring Valley, CA,2 days 
42,784471107,iPhone X,350,Used (normal wear),The screen it’s broke and have icloud ,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,2 days 
43,784398968,256GB - iPhone X - Unlocked Verizon,550,Used (normal wear),Unlocked Verizon iPhone X - Space GrayStorage: 256GBI am looking to get rid of my 256GB iPhone X for $550. I will include the charger and a completely brand new gorilla glass screen protector (you’ll just need to apply the screen protector yourself). I have readjusted my price to be competitive with other iPhone X’s being sold. Feel free to message me if interested! ,5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 days 
44,783452534,Iphone X 64gb - at&t Excellent condition plus accessories. Pro,480,Used (normal wear),"Im selling an Excellent condition condition Iphone X 64gb for at&t .  Its has had a case and glass protector from day 1.  Im only selling since as you can see, we have upgraded to the Iphone 11 proIt comes with a bunch of protective cases and original box and chargerIt will be unlocked to all carriers at end of the month so you can use it with other carriers other than at&t, plus I have already reset the phone to factory settings and icloud logged off.Lowballers will be ignored, and no trades.  Serious inquiries only",11,Local pickup (15 miles away),No shipping INFO!,15.0,,,"National City, CA",National City, CA,4 days 
45,784247039,"Brand New, Never Used, Factory Unlocked iPhone X 256gb!!!",549,Open box (never used),For sale is a brand new condition iPhone X. 256gb in space grey.  The phone was purchased directly from the Apple Store factory unlocked and works with any carrier!!! It’s been in a case and screen protector it’s entire life and is immaculate.  Thanks!!!,4,Local pickup (3 miles away),No shipping INFO!,3.0,,,"San Diego, CA",San Diego, CA,2 days 
46,784103361,Iphone X 256gb Verizon,600,Used (normal wear),"iPhone is still in excellent condition, I recently upgraded to the XI so not much use for this one. Comes with original box & iPhone external battery pack/case. ",4,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,2 days 
47,784011603,iPhone x 450 obo,450,Used (normal wear),Light blue iPh1 x '10' motivated seller call or text chuck. Tonight {contact info removed},2,Local pickup (5 miles away),Ships for $3.29,5.0,,3.29,"San Diego, CA",San Diego, CA,3 days 
48,783980917,iPhone X,300,Used (normal wear),iPhone X 64 gb Has a small chip in the screen. Had for about a year. Everting works great got new phone. ,4,Local pickup (13 miles away),No shipping INFO!,13.0,,,"Santee, CA",Santee, CA,3 days 
49,783842780,Broken iPhone I phone ten x 64 gb,300,Used (normal wear),Front and back glass are broken Screen still works Frame slightly bent iPhone X ,5,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,3 days 
50,783760842,Iphone x (black listed),350,Open box (never used),In a mint condition no scratches or cracks anywhere on the phone.,3,Local pickup (13 miles away),Ships for $3.29,13.0,,3.29,"Coronado, CA",Coronado, CA,3 days 
51,783428915,TRADE TO UPGRADE // Surface Laptop 1 8/256 (see details),600,Open box (never used),Looking to trade the Surface laptop and iPhone XS Max sprint only 64g FORSurface laptop 3 or Surface Pro X or 7 with equivalent specs ,4,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,4 days 
52,783311023,Iphone X,450,Used (normal wear),"Unblocked ,Can use it with any carrier ",2,Local pickup (12 miles away),Ships for $13.99,12.0,,13.99,"San Diego, CA",San Diego, CA,4 days 
53,783197822,LIKE NEW 256GB Space Grey iPhone X (Unlocked),550,Used (normal wear),"Like New, works perfectly. Not a single scratch or scuff. Original box and all accessories includedPrice is firm.",4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,4 days 
54,783147983,iPhone X 64 gb unlocked,520,Reconditioned/Certified,Amazing condition iPhone X in 64gb Jetblack.Unlocked and Ready to use for ANY carrier.Comes with 14 day warranty with original receipt and item must be in the same condition.,3,Local pickup (12 miles away),No shipping INFO!,12.0,,,"Poway, CA",Poway, CA,4 days 
55,785592985,Apple iPhone X 256GB - Unlocked,375,New (never used),UnlockedComes with all original packagingSerious Inquires No trades,2,No delivery INFO!,"Ships from Los Angeles, CA for $7.49",,"Los Angeles, CA",7.49,"Los Angeles, CA",Los Angeles, CA,4 hours 
56,782759971,iPhone X 64gb sprint,420,Used (normal wear),"iPhone X Space Gray 64gb Sprint & Boost Mobile Only Clean Imei, Icloud Unlocked Excellent Condition ",3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
57,782624483,iPhone X 64 gig Silver (Sprint),500,Open box (never used),"Gently used, very well taken care of, no dents or scratches. Completely paid off and carrier unlocked so you can use with other carriers. iPhone X 5.1 inch display 64 gig memory nothing wrong with the phone just want to sell it since I paid $1000 for it and I now have the 11",4,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
58,782572913,Beautiful iPhone X 256gb AT&T cash in person only,599,Used (normal wear),This was my 2nd phone so mostly sat in a drawer. First cash only offers gets it.,2,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Carlsbad, CA",Carlsbad, CA,5 days 
59,782283560,IPHONE X 64 GB T-MOBILE FOR SALE,475,Used (normal wear),"VERY GOOD CONDITIONS, ONLY WORKS WITH T-MOBILE. ONLY CASH, NO TRADES.ONLY LOCAL",2,Local pickup (3 miles away),No shipping INFO!,3.0,,,"San Diego, CA",San Diego, CA,6 days 
60,782017845,iPhone X unlocked,520,Open box (never used),Hi I’m selling my iPhone X 64gbUnlocked for any carrierIn perfect condition no issues scratches 10/10,3,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,6 days 
61,781993405,"3-Pack! iPhone X, Samsung Edge, iPhone 4S",1100,Used (normal wear),All my old phones. The iPhone X is super new in great condition. The other two work perfectly. Can meet in Poway or Rancho Bernardo. ,1,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,6 days 
62,781747470,iPhone X 256GB,650,Used (normal wear),"Excellent condition includes all accessories, works with T-Mobile and can be unlocked.Any questions? Feel free to ask Condition: Like new",5,Local pickup (2 miles away),No shipping INFO!,2.0,,,"San Diego, CA",San Diego, CA,1 week 
63,781664848,AT&T iPhone X 64 GB,Sold!,Used (normal wear),"Works with cricket also. Always Used case and screen protector . In excellent condition, no cracks/chips. Will include charger and disinfected earphones plus new case ",3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Escondido, CA",Escondido, CA,1 week 
64,781271105,iPhone X 64gb Space Grey unlocked clean IMEI,500,Used (normal wear),"Like new condition, unlocked and clean IMEI. Price is negotiable but low ball will be ignored. No trade in, cash only. Please pick it up!",2,Local pickup (7 miles away),Ships for $7.49,7.0,,7.49,"San Diego, CA",San Diego, CA,1 week 
65,781176983,iPhone 8,200,Used (normal wear),Upgraded to an iPhone X. It has a small crack on top left and scuff marks on bottom of phone but it doesn’t affect anything. Screen still works perfect. Storage is 256gb so you have plenty of space for pictures or music or what not. AT&T is the carrier.,4,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,1 week 
66,780612077,YABER Native 1080P Projector 6000 Lumens Upgrade Full HD Video Projector (1920 x 1080),250,New (never used),"YABER Native 1080P Projector 6000 Lumens Upgrade Full HD Video Projector (1920 x 1080), ±50° 4D Keystone Correction,LCD LED Home & Outdoor Projector Compatible with iPhone,Android,PC,TV Box,PS4",8,Local pickup (23 miles away),Ships for $10.99,23.0,,10.99,"Chula Vista, CA",Chula Vista, CA,1 week 
67,780406440,iPhone X 256gb AT&T,440,Used (normal wear),"iPhone X Space Gray 256gb AT&T And Cricket Only Clean Imei, Icloud Unlocked ***Front & Back Camera Not Working***Everything Else Works Just Fine ",2,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Bonita, CA",Bonita, CA,1 week 
68,780119376,iPhone X,550,Used (normal wear),"Hi everyone, Currently selling my iPhone X of 256 GB. The iPhone is in great condition. It only has minimal damage to the edge of the screen. It is unlocked for use to any carrier. The reason why I am selling it is because I recently purchased the iPhone Pro. Please no low ballers. Feel free to send me your offers. Thank you.",3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,1 week 
69,779915693,Gucci Marmont matelasse leather super mini bag black,500,New (never used),"Brand new, super dainty, casual but can be worn at night. VERY small. It will fit an iPhone X and necessary items, like lipstick and compact.  Love it need a bigger size! I’ve also decided to go down on the price. It was originally $890. I have the same one in another color, and it super cute, but has NO pockets inside. It’s pretty much for show for any future Gucci purchasers. I’ll post the mauve one I decided to keep, and how small it is. Good size for someone who is petite 🥰",9,Local pickup (9 miles away),Ships for $7.49,9.0,,7.49,"San Diego, CA",San Diego, CA,1 week 
70,779666246,Iphone x Unlocked,650,Used (normal wear),It is new the only problem is the green line easy to fix 45 dollrs cost you I buy it from apple store i have. the box and the charge and everything i  also  have the receipt 🧾  it cost me 1000 ,4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,1 week 
71,779589126,I phone X 256GB,650,Used (normal wear),iPhone X 256GB like new just bought a new phone so selling my old one it’s paid off and it was on t-mobile service asking $650 O.B.O,6,Local pickup (51 miles away),No shipping INFO!,51.0,,,"MONARCH BAY, CA",MONARCH BAY, CA,1 week 
72,779322877,IPhones,600,Used (normal wear),"Take all of them for 600 iCloud locked iPhone X, iPhone 6 Plus, iPhone 6",6,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Escondido, CA",Escondido, CA,1 week 
73,779177018,iPhone X 256GB Verizon,400,Used (normal wear),Great condition other than a small scratch that is unrecognizable when the screen is on. ,6,Local pickup (3 miles away),No shipping INFO!,3.0,,,"San Diego, CA",San Diego, CA,1 week 
74,778771246,iPhone X 256gb (factory unlocked),535,Used (normal wear),Excellent condition. No scratches. Comes with charger and wire,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
75,778142680,IPhone 6s,80,Used (normal wear),Recently bought IPhone X so I don’t need this one any more. Unlocked to any carrier32gbGood condition screen protector is cracked but not actual screenText me with offersWill mail out.,2,Local pickup (26 miles away),Ships for $7.49,26.0,,7.49,"San Diego, CA",San Diego, CA,1 week 
76,777929169,IPhone X,525,Used (normal wear),No description. Ask seller for more details,4,Local pickup (51 miles away),No shipping INFO!,51.0,,,"MONARCH BAY, CA",MONARCH BAY, CA,2 weeks 
77,777758670,iPhone X 256 GB Pristine,600,Used (normal wear),No cracks or locks make me offerT-Mobile Ty,1,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,2 weeks 
78,777391741,iPhone X 64 GB,500,Used (normal wear),"like new, no scratches comes with 4 cases and has apple care up to June 2020",3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"Poway, CA",Poway, CA,2 weeks 
79,777160688,$185 iPhone X / XS Smart Battery Pack Pink Sand PLUS FREE Kate Spade case !,98,New (never used),This Apple case is brand new. Paid $185.00 for both. I’m giving the Kate Spade case and box for free. The smart battery charges the iPhone for 39 hours!!!! It’s insane. I’m so upset I can’t use it on the new iPhone. It’s literally brand new. I can only get store credit for it since it’s been 14 days. ,2,Local pickup (10 miles away),Ships for $3.29,10.0,,3.29,"San Diego, CA",San Diego, CA,2 weeks 
80,777046108,iPhone XS - 256GB - UNLOCKED - Mint condition,695,Used (normal wear),"iPhone XS 256GB storageMint Condition - Zero scratchesUnlocked Network - Was Verizon Model #: MTAL22L/ASN: C39YN79MKPFTScreen Size: 5.8 inchesiPhone Size: 143.6mm X 70.9mm X 7.7mmWeight: 6.24 ouncesBattery: 2,658 mAh (20 hours) Included: Zover black leather wallet case. Magnetic detachable RFID case which supports wireless charging. $40 case included free. ",5,Local pickup (30 miles away),No shipping INFO!,30.0,,,"Oceanside, CA",Oceanside, CA,2 weeks 
81,776942331,IPHONE X 256GB (AT&T),375,Used (normal wear),Selling my iPhone X because I’m getting the 11 tomorrow. Message me for pictures/condition. Used but in great condition except a few light surface scratches. I had it in an otter box case and took good care of it.Price is firm as I’m trying to sell it quick before I leave for vacation on Sunday. Offer up!,3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,2 weeks 
82,776522474,Brand new unlocked iPhone x s max 256GB,700,New (never used),Brand new.  256 GB  iphone x s max.  Never  never used.  Un locked for any carrier ,3,Local pickup (44 miles away),No shipping INFO!,44.0,,,"Temecula, CA",Temecula, CA,2 weeks 
83,776328041,IPhone X,300,Used (normal wear),Simply for partsPick UpShoot me a better offer ,2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"National City, CA",National City, CA,2 weeks 
84,776000949,Waterproof Housing,100,Used (normal wear),Axisgo Iphone XWaterproof Housingincluding Pistol Grip Triggerworks perfectly!! i just got a new phone that doesn’t fit inside of it anymore:( ,2,Local pickup (45 miles away),No shipping INFO!,45.0,,,"Temecula, CA",Temecula, CA,2 weeks 
85,775863374,iPhone X unloked,500,Open box (never used),"iphone x 64gb unlocked for any company, perfect condition, delivery with charger, tempered glass, ",7,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,2 weeks 
86,775647411,iPhone X,425,Used (normal wear),Works perfect upgraded to 10R T-mobile Unlocked Will not crossover to sprint Good as new lightly used 64 gb Serious buyers only no low ball offers Includes:-headphones (which are now sold separately) -Aux Adapter ,6,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 weeks 
87,775137361,iPhone X 256gb factory unlocked all carriers good condition,400,Used (normal wear),Brand new phone Apple replaced my phone at fashion valley mall $400 cash only must pick up leave # on message if serious,2,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,2 weeks 
88,774656179,"Moment Wide Angle Lens for iPhone, Google phone, Samsung phone, or OnePlus phone.",105,Used (normal wear),"Moment wide angle 18mm lens attachment. This lens works with Apple, Google, Samsung, and OnePlus phones. However I am selling it with a case for the iPhone X so you would need to get a case for your particular phone in order for it to be compatible. Bought this lens for a vacation I took and don’t need it anymore. In excellent condition. The whole kit cost $165 brand new. Only used it a couple of days while on vacation so it is practically new. ",7,Local pickup (8 miles away),Ships for $7.49,8.0,,7.49,"San Diego, CA",San Diego, CA,2 weeks 
89,774495732,Apple Charging Case For IPhone X,80,Used (normal wear),Brand new only used a couple times ,5,Local pickup (20 miles away),No shipping INFO!,20.0,,,"San Marcos, CA",San Marcos, CA,2 weeks 
90,774137068,Mcm case for iPhone X,80,Used (normal wear),Summer collection ,1,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,3 weeks 
91,773119636,IPhone XS MAX W/ Louis Vuitton case ORIGINAL 800$ FOR BOTH,800,Open box (never used),Brand new iPhone x s Max never been used with Louis Vuitton phone case original 800 for both or best offer Original price : phone 1500Phone case 300,10,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,3 weeks 
92,772594732,Apple iPhone X 64gb Att,410,Used (normal wear),Had it for about 4-5 months it’s for att I just upgraded and has been sitting there It still has ios12 in case you want to jailbreak it. I will also include a case for free,3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,3 weeks 
93,772270262,iPhone X 256 gb Silver,580,Used (normal wear),"Normal wear, in a case the entire time with screen protector ",1,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,3 weeks 
94,772036692,iPhone X 256 GB Unlocked,550,Used (normal wear),Good condition like brand new,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,3 weeks 
